Detector Type,Descriptor Type,Frame#,#KeyPointsPerFrame,#KeyPointsPerROI,DetectorTime(ms),DescriptorTime(ms),#MatchedPoints,MatchingTime(ms)),TTC Lidar(s)),TTC Camera(s))
ORB,FREAK,16,500,0,12.65090000,42.70040000,144,0.24500000,8.89867334,10.45584239
ORB,FREAK,17,500,0,8.64910000,35.23650000,137,0.30540000,11.03011361,6.42412154

ORB,AKAZE,0,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,1,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,2,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,3,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,4,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,5,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,6,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,7,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,8,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,9,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,10,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,11,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,12,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,13,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,14,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,15,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,16,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
ORB,AKAZE,17,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000

ORB,SIFT,0,500,0,8.72520000,60.18420000,0,0.00000000,0.00000000,0.00000000
ORB,SIFT,1,500,0,9.20330000,63.73900000,374,2.69500000,12.28909987,8.78371813
ORB,SIFT,2,500,0,8.83760000,53.40250000,361,1.69450000,13.35472472,13.59900861
ORB,SIFT,3,500,0,9.95710000,64.76070000,366,2.05780000,16.38445235,12.09571673
ORB,SIFT,4,500,0,9.70400000,52.77480000,372,1.58640000,14.07644542,14.57772204
ORB,SIFT,5,500,0,9.48700000,70.00550000,375,1.83060000,12.72994538,-inf
ORB,SIFT,6,500,0,9.16970000,51.63890000,381,1.78800000,13.75107388,-inf
ORB,SIFT,7,500,0,8.91340000,55.08730000,378,1.45320000,13.73143194,-inf
ORB,SIFT,8,500,0,8.66740000,54.13920000,372,1.45810000,13.79012564,10.99114062
ORB,SIFT,9,500,0,10.77870000,69.63650000,352,1.93160000,12.05899411,-inf
ORB,SIFT,10,500,0,11.19240000,55.84280000,355,1.49570000,11.86418535,11.13886850
ORB,SIFT,11,500,0,8.20170000,54.44200000,377,1.63970000,11.96819706,7.74873527
ORB,SIFT,12,500,0,8.48540000,54.59520000,394,1.48840000,9.88711316,-inf
ORB,SIFT,13,500,0,10.16040000,61.22760000,377,1.74910000,9.42503692,12.85621148
ORB,SIFT,14,500,0,8.98190000,57.34040000,393,1.66670000,9.30214768,-inf
ORB,SIFT,15,500,0,9.02720000,52.31710000,383,1.40840000,8.32120023,171.91619554
ORB,SIFT,16,500,0,9.57780000,52.24830000,368,1.52300000,8.89867334,12.87873091
ORB,SIFT,17,500,0,8.82540000,52.09650000,360,1.42040000,11.03011361,19.20264194

AKAZE,BRISK,0,1513,0,63.04050000,12.58530000,0,0.00000000,0.00000000,0.00000000
AKAZE,BRISK,1,1541,0,64.12060000,14.69030000,973,8.11880000,12.28909987,11.67947406
AKAZE,BRISK,2,1529,0,61.96170000,13.25940000,965,6.10520000,13.35472472,13.07263742
AKAZE,BRISK,3,1561,0,54.04040000,13.78820000,988,7.01730000,16.38445235,13.46281278
AKAZE,BRISK,4,1545,0,77.62950000,13.83560000,975,6.90760000,14.07644542,13.68881963
AKAZE,BRISK,5,1526,0,47.39900000,15.97530000,972,8.59380000,12.72994538,13.36583473
AKAZE,BRISK,6,1566,0,53.81660000,13.32640000,1003,6.19900000,13.75107388,12.72475020
AKAZE,BRISK,7,1529,0,60.29220000,12.81740000,1010,6.37290000,13.73143194,16.30045161
AKAZE,BRISK,8,1547,0,59.34310000,13.47520000,994,6.52340000,13.79012564,12.61048668
AKAZE,BRISK,9,1572,0,50.59080000,12.73990000,1007,6.66800000,12.05899411,13.65571823
AKAZE,BRISK,10,1567,0,51.36460000,13.93470000,1008,7.77920000,11.86418535,11.71354110
AKAZE,BRISK,11,1538,0,76.78950000,14.62710000,987,7.17020000,11.96819706,12.89758861
AKAZE,BRISK,12,1513,0,54.72030000,13.59770000,979,6.55770000,9.88711316,10.30097026
AKAZE,BRISK,13,1538,0,56.44230000,14.52860000,986,8.70080000,9.42503692,10.20946171
AKAZE,BRISK,14,1555,0,52.15590000,15.07460000,1028,8.53490000,9.30214768,9.17270334
AKAZE,BRISK,15,1544,0,60.81410000,13.96950000,1060,7.26210000,8.32120023,9.61003835
AKAZE,BRISK,16,1563,0,56.10110000,13.69790000,1040,6.75880000,8.89867334,9.47666712
AKAZE,BRISK,17,1561,0,59.19010000,16.09110000,1103,10.05680000,11.03011361,8.38732913

AKAZE,BRIEF,0,1513,0,53.63600000,7.94310000,0,0.00000000,0.00000000,0.00000000
AKAZE,BRIEF,1,1541,0,57.63550000,10.74770000,1073,9.58230000,12.28909987,12.27440068
AKAZE,BRIEF,2,1529,0,55.29700000,8.77750000,1091,7.32260000,13.35472472,12.86227604
AKAZE,BRIEF,3,1561,0,49.22410000,8.09340000,1109,7.17950000,16.38445235,12.58339865
AKAZE,BRIEF,4,1545,0,59.95990000,6.72530000,1116,7.62320000,14.07644542,12.93216070
AKAZE,BRIEF,5,1526,0,52.44590000,6.55470000,1102,8.62370000,12.72994538,13.18659171
AKAZE,BRIEF,6,1566,0,75.26620000,10.46640000,1121,7.75380000,13.75107388,12.30445942
AKAZE,BRIEF,7,1529,0,53.06120000,7.05800000,1082,8.60230000,13.73143194,15.41213505
AKAZE,BRIEF,8,1547,0,105.74080000,12.67980000,1119,12.64130000,13.79012564,13.48498258
AKAZE,BRIEF,9,1572,0,53.58830000,6.80170000,1120,7.57460000,12.05899411,11.92957570
AKAZE,BRIEF,10,1567,0,53.75600000,7.38290000,1107,8.72760000,11.86418535,11.31970729
AKAZE,BRIEF,11,1538,0,51.71130000,8.93820000,1119,7.27100000,11.96819706,12.12097899
AKAZE,BRIEF,12,1513,0,60.26590000,8.65420000,1104,8.01480000,9.88711316,10.69174130
AKAZE,BRIEF,13,1538,0,65.67040000,12.20630000,1135,8.91670000,9.42503692,11.57854672
AKAZE,BRIEF,14,1555,0,51.54460000,7.27310000,1165,7.94230000,9.30214768,10.50351939
AKAZE,BRIEF,15,1544,0,56.60250000,9.99490000,1170,8.17160000,8.32120023,9.17546435
AKAZE,BRIEF,16,1563,0,61.97840000,7.37590000,1163,10.72410000,8.89867334,10.15589745
AKAZE,BRIEF,17,1561,0,56.82710000,7.27470000,1191,7.56020000,11.03011361,9.03111822

AKAZE,ORB,0,1513,0,52.49070000,7.62570000,0,0.00000000,0.00000000,0.00000000
AKAZE,ORB,1,1541,0,64.13910000,6.98120000,924,7.35430000,12.28909987,10.30345385
AKAZE,ORB,2,1529,0,58.19440000,7.23830000,933,7.24700000,13.35472472,12.81139188
AKAZE,ORB,3,1561,0,52.25690000,6.80360000,958,8.12530000,16.38445235,12.80809088
AKAZE,ORB,4,1545,0,58.08150000,8.63970000,944,7.55760000,14.07644542,14.08946157
AKAZE,ORB,5,1526,0,55.97740000,7.84350000,960,8.61690000,12.72994538,12.83580446
AKAZE,ORB,6,1566,0,75.13970000,11.51540000,958,9.44670000,13.75107388,12.76402683
AKAZE,ORB,7,1529,0,69.58350000,11.33410000,1001,32.14830000,13.73143194,15.35299234
AKAZE,ORB,8,1547,0,58.42140000,7.29320000,990,8.73900000,13.79012564,13.43563265
AKAZE,ORB,9,1572,0,62.08450000,7.39700000,968,9.57930000,12.05899411,10.78249422
AKAZE,ORB,10,1567,0,65.70230000,12.31400000,1002,8.20670000,11.86418535,10.79900359
AKAZE,ORB,11,1538,0,58.44930000,7.19600000,953,11.68730000,11.96819706,12.64514036
AKAZE,ORB,12,1513,0,66.49300000,7.12340000,957,9.26780000,9.88711316,10.46991436
AKAZE,ORB,13,1538,0,52.95820000,7.02300000,951,8.21960000,9.42503692,13.15329116
AKAZE,ORB,14,1555,0,57.50610000,7.52870000,1018,8.34770000,9.30214768,10.22335907
AKAZE,ORB,15,1544,0,66.98890000,8.90090000,1021,9.59600000,8.32120023,9.62972810
AKAZE,ORB,16,1563,0,55.82570000,9.58100000,1015,8.59950000,8.89867334,10.27825858
AKAZE,ORB,17,1561,0,63.47240000,7.33530000,1052,8.33750000,11.03011361,9.75641017

AKAZE,FREAK,0,1513,0,61.14480000,48.94730000,0,0.00000000,0.00000000,0.00000000
AKAZE,FREAK,1,1541,0,55.35100000,48.32450000,915,9.35840000,12.28909987,11.47959720
AKAZE,FREAK,2,1529,0,54.75050000,46.86620000,910,8.08110000,13.35472472,12.19669485
AKAZE,FREAK,3,1561,0,67.44790000,64.70880000,969,10.78060000,16.38445235,12.73684939
AKAZE,FREAK,4,1545,0,57.96830000,49.45200000,935,7.92760000,14.07644542,13.30307688
AKAZE,FREAK,5,1526,0,66.14270000,49.39170000,900,8.07500000,12.72994538,14.22930356
AKAZE,FREAK,6,1566,0,56.15710000,80.66210000,947,9.72250000,13.75107388,13.25718457
AKAZE,FREAK,7,1529,0,68.26820000,51.69520000,984,9.04990000,13.73143194,16.03045602
AKAZE,FREAK,8,1547,0,106.76150000,55.55670000,959,9.15440000,13.79012564,12.83251959
AKAZE,FREAK,9,1572,0,71.46500000,52.13790000,961,10.78740000,12.05899411,11.71988941
AKAZE,FREAK,10,1567,0,63.98080000,53.48110000,970,9.68760000,11.86418535,11.00257546
AKAZE,FREAK,11,1538,0,58.81600000,49.34350000,935,7.37150000,11.96819706,11.79158581
AKAZE,FREAK,12,1513,0,64.64330000,52.81360000,961,10.67110000,9.88711316,11.96496632
AKAZE,FREAK,13,1538,0,62.04330000,56.09620000,964,8.20060000,9.42503692,12.41160335
AKAZE,FREAK,14,1555,0,76.69430000,59.77910000,1010,14.78590000,9.30214768,9.94007386
AKAZE,FREAK,15,1544,0,67.04000000,60.34950000,1028,10.31460000,8.32120023,9.69096590
AKAZE,FREAK,16,1563,0,74.44450000,76.91820000,1011,15.12570000,8.89867334,10.10151831
AKAZE,FREAK,17,1561,0,71.97950000,62.71430000,1027,12.11320000,11.03011361,9.65303773

AKAZE,AKAZE,0,1513,0,73.66470000,75.69310000,0,0.00000000,0.00000000,0.00000000
AKAZE,AKAZE,1,1541,0,64.31810000,49.04000000,1103,12.65800000,12.28909987,11.61024410
AKAZE,AKAZE,2,1529,0,62.11230000,51.90190000,1073,13.06630000,13.35472472,13.58050844
AKAZE,AKAZE,3,1561,0,61.10500000,47.64650000,1126,12.57850000,16.38445235,13.38515485
AKAZE,AKAZE,4,1545,0,58.70190000,51.50790000,1126,11.09970000,14.07644542,13.55859077
AKAZE,AKAZE,5,1526,0,63.28890000,68.12520000,1117,13.24660000,12.72994538,14.70874440
AKAZE,AKAZE,6,1566,0,58.24330000,47.64030000,1118,11.95230000,13.75107388,14.21968852
AKAZE,AKAZE,7,1529,0,63.64100000,49.88990000,1147,9.78930000,13.73143194,15.76589008
AKAZE,AKAZE,8,1547,0,55.19750000,47.64960000,1148,10.32350000,13.79012564,14.61714970
AKAZE,AKAZE,9,1572,0,62.07410000,49.34940000,1120,11.19810000,12.05899411,14.76760697
AKAZE,AKAZE,10,1567,0,55.00530000,47.39540000,1149,11.83680000,11.86418535,11.72962204
AKAZE,AKAZE,11,1538,0,60.44700000,47.97860000,1083,10.55590000,11.96819706,13.06829602
AKAZE,AKAZE,12,1513,0,63.34700000,50.03180000,1087,12.33210000,9.88711316,10.93570164
AKAZE,AKAZE,13,1538,0,58.99050000,45.65050000,1071,10.57750000,9.42503692,11.16979442
AKAZE,AKAZE,14,1555,0,59.47950000,49.89540000,1138,11.84600000,9.30214768,11.49329424
AKAZE,AKAZE,15,1544,0,64.65310000,50.64940000,1119,11.77700000,8.32120023,10.13744758
AKAZE,AKAZE,16,1563,0,67.40890000,54.31110000,1132,10.34710000,8.89867334,10.30431848
AKAZE,AKAZE,17,1561,0,74.72930000,56.92550000,1152,13.47930000,11.03011361,9.80134552

AKAZE,SIFT,0,1513,0,71.99350000,51.61180000,0,0.00000000,0.00000000,0.00000000
AKAZE,SIFT,1,1541,0,63.91220000,47.10090000,1136,15.96320000,12.28909987,11.96058698
AKAZE,SIFT,2,1529,0,73.17920000,52.60730000,1150,16.67940000,13.35472472,12.84875297
AKAZE,SIFT,3,1561,0,57.42840000,42.83780000,1166,18.11270000,16.38445235,12.92814102
AKAZE,SIFT,4,1545,0,71.86810000,45.97120000,1147,15.79380000,14.07644542,13.61359346
AKAZE,SIFT,5,1526,0,69.82130000,46.08690000,1146,21.73180000,12.72994538,14.30038641
AKAZE,SIFT,6,1566,0,65.36960000,43.66170000,1138,17.06280000,13.75107388,14.31394010
AKAZE,SIFT,7,1529,0,60.48550000,41.39790000,1159,14.63790000,13.73143194,15.32845006
AKAZE,SIFT,8,1547,0,63.51310000,43.26940000,1169,15.51410000,13.79012564,14.41282640
AKAZE,SIFT,9,1572,0,62.67490000,42.05790000,1161,16.29790000,12.05899411,12.65842697
AKAZE,SIFT,10,1567,0,69.17200000,44.66380000,1209,16.05150000,11.86418535,11.42457487
AKAZE,SIFT,11,1538,0,56.47260000,42.12710000,1149,15.35120000,11.96819706,12.66710765
AKAZE,SIFT,12,1513,0,68.27370000,45.42230000,1134,14.53130000,9.88711316,10.84536472
AKAZE,SIFT,13,1538,0,68.36510000,64.21080000,1145,21.63900000,9.42503692,11.14407845
AKAZE,SIFT,14,1555,0,68.71850000,47.49070000,1181,17.27160000,9.30214768,10.87551649
AKAZE,SIFT,15,1544,0,78.22100000,57.72790000,1183,15.86500000,8.32120023,9.71701274
AKAZE,SIFT,16,1563,0,78.50830000,47.85530000,1221,15.33670000,8.89867334,10.55077662
AKAZE,SIFT,17,1561,0,64.21040000,47.19630000,1210,16.37090000,11.03011361,9.78901869

SIFT,BRISK,0,1890,0,94.38870000,17.81910000,0,0.00000000,0.00000000,0.00000000
SIFT,BRISK,1,1915,0,99.72550000,18.71630000,731,12.79490000,12.28909987,14.14524286
SIFT,BRISK,2,1824,0,96.86010000,16.88970000,733,11.08210000,13.35472472,13.29782692
SIFT,BRISK,3,1837,0,89.73240000,16.68440000,743,11.78520000,16.38445235,13.83303248
SIFT,BRISK,4,1828,0,96.63700000,15.85400000,723,10.16390000,14.07644542,17.27329308
SIFT,BRISK,5,1875,0,102.99840000,15.69650000,734,11.90950000,12.72994538,16.83184935
SIFT,BRISK,6,1931,0,89.69270000,17.39740000,708,11.01240000,13.75107388,11.91802166
SIFT,BRISK,7,1963,0,84.70630000,16.18330000,758,10.85860000,13.73143194,15.81073242
SIFT,BRISK,8,1954,0,93.03560000,19.16600000,736,11.68050000,13.79012564,15.94674576
SIFT,BRISK,9,1983,0,82.27440000,16.88010000,737,10.22760000,12.05899411,13.81749598
SIFT,BRISK,10,2043,0,94.39390000,20.96520000,753,15.19110000,11.86418535,11.02273796
SIFT,BRISK,11,2065,0,93.12370000,18.07030000,764,14.15130000,11.96819706,12.37931899
SIFT,BRISK,12,2007,0,91.18060000,17.33350000,773,15.75670000,9.88711316,11.43302013
SIFT,BRISK,13,2030,0,102.84560000,20.20310000,789,12.82360000,9.42503692,9.43391294
SIFT,BRISK,14,2048,0,88.73940000,20.94230000,813,13.08670000,9.30214768,9.00599619
SIFT,BRISK,15,2044,0,96.93200000,18.09150000,844,12.71360000,8.32120023,9.45383225
SIFT,BRISK,16,2086,0,99.63260000,19.99330000,829,14.65910000,8.89867334,9.22232136
SIFT,BRISK,17,2093,0,110.51000000,19.97300000,897,12.55860000,11.03011361,8.54520670

SIFT,BRIEF,0,1890,0,84.00810000,9.60950000,0,0.00000000,0.00000000,0.00000000
SIFT,BRIEF,1,1915,0,111.96240000,11.08100000,908,8.56790000,12.28909987,10.66551834
SIFT,BRIEF,2,1824,0,89.33530000,7.65200000,858,11.12030000,13.35472472,13.83532534
SIFT,BRIEF,3,1837,0,134.42110000,12.45760000,878,17.04790000,16.38445235,13.78475846
SIFT,BRIEF,4,1828,0,88.25510000,9.94100000,904,7.81760000,14.07644542,17.56025433
SIFT,BRIEF,5,1875,0,86.67350000,9.14770000,856,8.76830000,12.72994538,12.26265263
SIFT,BRIEF,6,1931,0,97.35220000,9.12840000,893,8.88640000,13.75107388,11.74408290
SIFT,BRIEF,7,1963,0,92.31920000,10.91150000,904,11.54420000,13.73143194,14.71839276
SIFT,BRIEF,8,1954,0,84.65140000,7.85350000,915,11.18420000,13.79012564,19.02368142
SIFT,BRIEF,9,1983,0,102.80900000,8.73680000,881,11.97630000,12.05899411,13.20609946
SIFT,BRIEF,10,2043,0,88.03130000,11.77480000,909,12.39530000,11.86418535,11.83028102
SIFT,BRIEF,11,2065,0,89.34800000,11.36660000,920,10.91090000,11.96819706,10.74771631
SIFT,BRIEF,12,2007,0,83.93730000,11.14730000,919,11.51620000,9.88711316,12.22800612
SIFT,BRIEF,13,2030,0,88.41500000,9.03960000,937,11.22050000,9.42503692,8.98438352
SIFT,BRIEF,14,2048,0,92.64300000,12.12920000,1010,13.26270000,9.30214768,12.80951207
SIFT,BRIEF,15,2044,0,95.48550000,9.00460000,978,11.50650000,8.32120023,9.48496744
SIFT,BRIEF,16,2086,0,91.20260000,16.04920000,962,14.03190000,8.89867334,8.60047299
SIFT,BRIEF,17,2093,0,95.47610000,10.91000000,980,11.30910000,11.03011361,8.88341470

SIFT,ORB,0,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,1,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,2,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,3,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,4,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,5,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,6,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,7,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,8,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,9,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,10,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,11,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,12,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,13,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,14,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,15,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,16,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,17,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000

SIFT,FREAK,0,1890,0,89.57890000,50.56120000,0,0.00000000,0.00000000,0.00000000
SIFT,FREAK,1,1915,0,86.59910000,47.79060000,698,10.23160000,12.28909987,10.10328252
SIFT,FREAK,2,1824,0,85.94480000,51.09360000,697,9.61360000,13.35472472,14.10158002
SIFT,FREAK,3,1837,0,88.98250000,49.80030000,699,11.24620000,16.38445235,13.59649452
SIFT,FREAK,4,1828,0,96.50870000,55.84630000,692,11.67860000,14.07644542,17.30766673
SIFT,FREAK,5,1875,0,92.83540000,51.79350000,685,9.76380000,12.72994538,12.47647046
SIFT,FREAK,6,1931,0,96.81610000,55.38210000,692,11.84110000,13.75107388,11.47935886
SIFT,FREAK,7,1963,0,97.70190000,54.58450000,706,9.99060000,13.73143194,14.84706973
SIFT,FREAK,8,1954,0,90.12650000,49.89610000,711,10.83740000,13.79012564,12.85271282
SIFT,FREAK,9,1983,0,92.59080000,56.20140000,687,13.76590000,12.05899411,12.83012335
SIFT,FREAK,10,2043,0,91.30160000,53.78190000,723,10.57410000,11.86418535,11.53243833
SIFT,FREAK,11,2065,0,90.46480000,51.12090000,707,12.81890000,11.96819706,12.96095354
SIFT,FREAK,12,2007,0,87.25080000,50.29700000,741,12.82850000,9.88711316,11.34808467
SIFT,FREAK,13,2030,0,87.89240000,50.57230000,729,11.78550000,9.42503692,10.00816258
SIFT,FREAK,14,2048,0,88.84270000,51.47600000,759,12.20310000,9.30214768,12.63157373
SIFT,FREAK,15,2044,0,84.62340000,49.36970000,763,13.13450000,8.32120023,12.05326102
SIFT,FREAK,16,2086,0,92.56230000,50.29730000,794,13.34940000,8.89867334,8.80793026
SIFT,FREAK,17,2093,0,98.06990000,56.95550000,804,12.58710000,11.03011361,8.86007455

SIFT,AKAZE,0,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,1,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,2,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,3,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,4,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,5,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,6,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,7,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,8,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,9,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,10,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,11,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,12,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,13,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,14,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,15,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,16,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,17,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000

SIFT,SIFT,0,1890,0,87.87900000,93.23790000,0,0.00000000,0.00000000,0.00000000
SIFT,SIFT,1,1915,0,93.20850000,98.86310000,1030,28.42690000,12.28909987,10.25771584
SIFT,SIFT,2,1824,0,98.23430000,95.70760000,987,21.83170000,13.35472472,13.92515270
SIFT,SIFT,3,1837,0,89.55320000,87.24980000,972,20.77370000,16.38445235,12.74747864
SIFT,SIFT,4,1828,0,90.64830000,91.81750000,964,20.04540000,14.07644542,13.68468566
SIFT,SIFT,5,1875,0,89.72240000,91.45940000,988,18.94430000,12.72994538,12.28966587
SIFT,SIFT,6,1931,0,88.67110000,94.53570000,967,21.96390000,13.75107388,11.29687281
SIFT,SIFT,7,1963,0,87.55450000,93.25980000,1011,23.69100000,13.73143194,13.61600994
SIFT,SIFT,8,1954,0,87.17530000,86.75850000,1036,22.69970000,13.79012564,14.01937348
SIFT,SIFT,9,1983,0,91.97220000,90.36130000,1008,20.61910000,12.05899411,11.69717031
SIFT,SIFT,10,2043,0,98.58080000,101.63830000,1003,26.93810000,11.86418535,10.62194216
SIFT,SIFT,11,2065,0,90.23950000,89.73730000,1084,24.58580000,11.96819706,10.35067564
SIFT,SIFT,12,2007,0,93.24180000,87.63690000,1060,26.34350000,9.88711316,10.41747629
SIFT,SIFT,13,2030,0,86.81670000,90.64390000,1107,26.60910000,9.42503692,9.68364361
SIFT,SIFT,14,2048,0,87.33030000,87.46660000,1125,23.05130000,9.30214768,12.45223194
SIFT,SIFT,15,2044,0,90.04480000,87.46860000,1107,24.95200000,8.32120023,10.33736552
SIFT,SIFT,16,2086,0,92.92380000,97.94790000,1173,23.79000000,8.89867334,10.75816982
SIFT,SIFT,17,2093,0,92.16860000,91.55990000,1183,26.58690000,11.03011361,8.40146166

